"HF","RΘgime de financement","HC","Fonction","HP","Prestataire","MEASURE","Mesure","LOCATION","Pays","TIME","AnnΘe","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","HUN","Hongrie","2014","2014","PC","Pourcentage","0","Unités",,,7.06,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","HUN","Hongrie","2015","2015","PC","Pourcentage","0","Unités",,,6.859,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","HUN","Hongrie","2016","2016","PC","Pourcentage","0","Unités",,,6.995,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","HUN","Hongrie","2017","2017","PC","Pourcentage","0","Unités",,,6.756,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","HUN","Hongrie","2018","2018","PC","Pourcentage","0","Unités",,,6.546,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","HUN","Hongrie","2019","2019","PC","Pourcentage","0","Unités",,,6.35,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","GBR","Royaume-Uni","2010","2010","PC","Pourcentage","0","Unités",,,9.835,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","GBR","Royaume-Uni","2011","2011","PC","Pourcentage","0","Unités",,,9.848,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","GBR","Royaume-Uni","2012","2012","PC","Pourcentage","0","Unités",,,9.914,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","GBR","Royaume-Uni","2013","2013","PC","Pourcentage","0","Unités",,,9.976,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","GBR","Royaume-Uni","2014","2014","PC","Pourcentage","0","Unités",,,9.95,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","GBR","Royaume-Uni","2015","2015","PC","Pourcentage","0","Unités",,,9.901,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","GBR","Royaume-Uni","2016","2016","PC","Pourcentage","0","Unités",,,9.873,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","GBR","Royaume-Uni","2017","2017","PC","Pourcentage","0","Unités",,,9.808,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","GBR","Royaume-Uni","2018","2018","PC","Pourcentage","0","Unités",,,9.904,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","GBR","Royaume-Uni","2019","2019","PC","Pourcentage","0","Unités",,,10.154,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","GBR","Royaume-Uni","2020","2020","PC","Pourcentage","0","Unités",,,12.754,"P","Valeur provisoire"
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","GRC","Grèce","2010","2010","PC","Pourcentage","0","Unités",,,9.597,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","GRC","Grèce","2011","2011","PC","Pourcentage","0","Unités",,,9.193,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","GRC","Grèce","2012","2012","PC","Pourcentage","0","Unités",,,8.924,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","GRC","Grèce","2013","2013","PC","Pourcentage","0","Unités",,,8.367,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","GRC","Grèce","2014","2014","PC","Pourcentage","0","Unités",,,7.908,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","GRC","Grèce","2015","2015","PC","Pourcentage","0","Unités",,,8.069,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","GRC","Grèce","2016","2016","PC","Pourcentage","0","Unités",,,8.321,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","GRC","Grèce","2017","2017","PC","Pourcentage","0","Unités",,,8.103,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","GRC","Grèce","2018","2018","PC","Pourcentage","0","Unités",,,7.959,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","GRC","Grèce","2019","2019","PC","Pourcentage","0","Unités",,,7.838,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","KOR","Corée","2010","2010","PC","Pourcentage","0","Unités",,,5.917,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","KOR","Corée","2011","2011","PC","Pourcentage","0","Unités",,,6.008,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","KOR","Corée","2012","2012","PC","Pourcentage","0","Unités",,,6.133,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","KOR","Corée","2013","2013","PC","Pourcentage","0","Unités",,,6.249,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","KOR","Corée","2014","2014","PC","Pourcentage","0","Unités",,,6.479,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","KOR","Corée","2015","2015","PC","Pourcentage","0","Unités",,,6.658,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","KOR","Corée","2016","2016","PC","Pourcentage","0","Unités",,,6.92,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","KOR","Corée","2017","2017","PC","Pourcentage","0","Unités",,,7.086,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","KOR","Corée","2018","2018","PC","Pourcentage","0","Unités",,,7.52,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","KOR","Corée","2019","2019","PC","Pourcentage","0","Unités",,,8.164,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","KOR","Corée","2020","2020","PC","Pourcentage","0","Unités",,,8.405,"P","Valeur provisoire"
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","LTU","Lituanie","2010","2010","PC","Pourcentage","0","Unités",,,6.815,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","LTU","Lituanie","2011","2011","PC","Pourcentage","0","Unités",,,6.488,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","LTU","Lituanie","2012","2012","PC","Pourcentage","0","Unités",,,6.276,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","LTU","Lituanie","2013","2013","PC","Pourcentage","0","Unités",,,6.126,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","LTU","Lituanie","2014","2014","PC","Pourcentage","0","Unités",,,6.193,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","LTU","Lituanie","2015","2015","PC","Pourcentage","0","Unités",,,6.49,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","LTU","Lituanie","2016","2016","PC","Pourcentage","0","Unités",,,6.638,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","LTU","Lituanie","2017","2017","PC","Pourcentage","0","Unités",,,6.464,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","LTU","Lituanie","2018","2018","PC","Pourcentage","0","Unités",,,6.534,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","LTU","Lituanie","2019","2019","PC","Pourcentage","0","Unités",,,7.006,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","LTU","Lituanie","2020","2020","PC","Pourcentage","0","Unités",,,7.565,"P","Valeur provisoire"
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CZE","République tchèque","2010","2010","PC","Pourcentage","0","Unités",,,6.875,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CZE","République tchèque","2011","2011","PC","Pourcentage","0","Unités",,,6.928,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CZE","République tchèque","2012","2012","PC","Pourcentage","0","Unités",,,6.979,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CZE","République tchèque","2013","2013","PC","Pourcentage","0","Unités",,,7.722,"B","Rupture"
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CZE","République tchèque","2014","2014","PC","Pourcentage","0","Unités",,,7.597,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CZE","République tchèque","2015","2015","PC","Pourcentage","0","Unités",,,7.196,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CZE","République tchèque","2016","2016","PC","Pourcentage","0","Unités",,,7.107,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CZE","République tchèque","2017","2017","PC","Pourcentage","0","Unités",,,7.142,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CZE","République tchèque","2018","2018","PC","Pourcentage","0","Unités",,,7.525,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CZE","République tchèque","2019","2019","PC","Pourcentage","0","Unités",,,7.835,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","CZE","République tchèque","2020","2020","PC","Pourcentage","0","Unités",,,9.068,"E","Valeur estimée"
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","DNK","Danemark","2010","2010","PC","Pourcentage","0","Unités",,,10.333,"B","Rupture"
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","DNK","Danemark","2011","2011","PC","Pourcentage","0","Unités",,,10.153,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","DNK","Danemark","2012","2012","PC","Pourcentage","0","Unités",,,10.241,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","DNK","Danemark","2013","2013","PC","Pourcentage","0","Unités",,,10.17,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","DNK","Danemark","2014","2014","PC","Pourcentage","0","Unités",,,10.172,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","DNK","Danemark","2015","2015","PC","Pourcentage","0","Unités",,,10.227,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","DNK","Danemark","2016","2016","PC","Pourcentage","0","Unités",,,10.145,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","DNK","Danemark","2017","2017","PC","Pourcentage","0","Unités",,,10.04,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","DNK","Danemark","2018","2018","PC","Pourcentage","0","Unités",,,10.071,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","DNK","Danemark","2019","2019","PC","Pourcentage","0","Unités",,,9.956,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","DNK","Danemark","2020","2020","PC","Pourcentage","0","Unités",,,10.612,"E","Valeur estimée"
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","FIN","Finlande","2010","2010","PC","Pourcentage","0","Unités",,,9.142,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","FIN","Finlande","2011","2011","PC","Pourcentage","0","Unités",,,9.223,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","FIN","Finlande","2012","2012","PC","Pourcentage","0","Unités",,,9.586,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","FIN","Finlande","2013","2013","PC","Pourcentage","0","Unités",,,9.805,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","FIN","Finlande","2014","2014","PC","Pourcentage","0","Unités",,,9.781,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","FIN","Finlande","2015","2015","PC","Pourcentage","0","Unités",,,9.645,"B","Rupture"
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","FIN","Finlande","2016","2016","PC","Pourcentage","0","Unités",,,9.378,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","FIN","Finlande","2017","2017","PC","Pourcentage","0","Unités",,,9.127,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","FIN","Finlande","2018","2018","PC","Pourcentage","0","Unités",,,9.034,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","FIN","Finlande","2019","2019","PC","Pourcentage","0","Unités",,,9.153,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","FIN","Finlande","2020","2020","PC","Pourcentage","0","Unités",,,9.55,"P","Valeur provisoire"
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","ISL","Islande","2010","2010","PC","Pourcentage","0","Unités",,,8.362,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","ISL","Islande","2011","2011","PC","Pourcentage","0","Unités",,,8.203,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","ISL","Islande","2012","2012","PC","Pourcentage","0","Unités",,,8.181,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","ISL","Islande","2013","2013","PC","Pourcentage","0","Unités",,,8.176,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","ISL","Islande","2014","2014","PC","Pourcentage","0","Unités",,,8.229,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","ISL","Islande","2015","2015","PC","Pourcentage","0","Unités",,,8.07,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","ISL","Islande","2016","2016","PC","Pourcentage","0","Unités",,,8.097,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","ISL","Islande","2017","2017","PC","Pourcentage","0","Unités",,,8.309,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","ISL","Islande","2018","2018","PC","Pourcentage","0","Unités",,,8.43,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","ISL","Islande","2019","2019","PC","Pourcentage","0","Unités",,,8.566,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","ISL","Islande","2020","2020","PC","Pourcentage","0","Unités",,,9.813,"P","Valeur provisoire"
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","POL","Pologne","2010","2010","PC","Pourcentage","0","Unités",,,6.412,"B","Rupture"
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","POL","Pologne","2011","2011","PC","Pourcentage","0","Unités",,,6.24,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","POL","Pologne","2012","2012","PC","Pourcentage","0","Unités",,,6.224,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","POL","Pologne","2013","2013","PC","Pourcentage","0","Unités",,,6.415,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","POL","Pologne","2014","2014","PC","Pourcentage","0","Unités",,,6.28,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","POL","Pologne","2015","2015","PC","Pourcentage","0","Unités",,,6.395,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","POL","Pologne","2016","2016","PC","Pourcentage","0","Unités",,,6.535,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","POL","Pologne","2017","2017","PC","Pourcentage","0","Unités",,,6.56,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","POL","Pologne","2018","2018","PC","Pourcentage","0","Unités",,,6.328,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","POL","Pologne","2019","2019","PC","Pourcentage","0","Unités",,,6.462,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","POL","Pologne","2020","2020","PC","Pourcentage","0","Unités",,,7.15,"P","Valeur provisoire"
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","PRT","Portugal","2010","2010","PC","Pourcentage","0","Unités",,,10.033,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","PRT","Portugal","2011","2011","PC","Pourcentage","0","Unités",,,9.731,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","PRT","Portugal","2012","2012","PC","Pourcentage","0","Unités",,,9.654,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","PRT","Portugal","2013","2013","PC","Pourcentage","0","Unités",,,9.405,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","PRT","Portugal","2014","2014","PC","Pourcentage","0","Unités",,,9.343,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","PRT","Portugal","2015","2015","PC","Pourcentage","0","Unités",,,9.316,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","PRT","Portugal","2016","2016","PC","Pourcentage","0","Unités",,,9.394,,
"HFTOT","Tous les régimes de financement","HCTOT","Dépenses courantes de santé (toutes les fonctions)","HPTOT","Tous les prestataires","PARPIB","Pourcentage du produit intérieur brut","PRT","Portugal","2017","2017","PC","Pourcentage","0","Unités",,,9.306,,
