"COU","Pays","PER","Périodes","IND","Indicateur","GEN","Genre","AGE","Groupe d'âge","VAL","Valeur","Value","Flag Codes","Flags"
"POL","Pologne","TIME08","2008","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",10.1,,
"POL","Pologne","TIME09","2009","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",9.7,,
"POL","Pologne","TIME10","2010","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",9.3,,
"POL","Pologne","TIME11","2011","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",8.7,,
"POL","Pologne","TIME12","2012","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",8.4,,
"PRT","Portugal","TIME11","2011","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",9.6,,
"ESP","Espagne","TIME00","2000","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",14.5,,
"ESP","Espagne","TIME01","2001","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",13.2,,
"ESP","Espagne","TIME02","2002","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",12.8,,
"ESP","Espagne","TIME03","2003","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",12.3,,
"ESP","Espagne","TIME04","2004","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",11.5,,
"ESP","Espagne","TIME05","2005","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",11.2,,
"ESP","Espagne","TIME06","2006","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",10.4,,
"ESP","Espagne","TIME07","2007","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",10.2,,
"ESP","Espagne","TIME08","2008","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",10,,
"ESP","Espagne","TIME09","2009","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",9.3,,
"ESP","Espagne","TIME10","2010","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",9.3,,
"ESP","Espagne","TIME11","2011","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",9,,
"ESP","Espagne","TIME12","2012","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",8.5,,
"SWE","Suède","TIME00","2000","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",13.9,,
"SWE","Suède","TIME01","2001","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",12.6,,
"SWE","Suède","TIME02","2002","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",13,,
"SWE","Suède","TIME03","2003","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",12.1,,
"SWE","Suède","TIME04","2004","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",11.1,,
"SWE","Suède","TIME05","2005","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",10.9,,
"SWE","Suède","TIME06","2006","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",10.4,,
"SWE","Suède","TIME07","2007","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",9.5,,
"SWE","Suède","TIME08","2008","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",9.5,,
"SWE","Suède","TIME09","2009","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",8.7,,
"SWE","Suède","TIME10","2010","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",8.7,,
"SWE","Suède","TIME11","2011","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",8.4,,
"SWE","Suède","TIME12","2012","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",8.6,,
"CHE","Suisse","TIME12","2012","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",8.9,"d","Déviation"
"GBR","Royaume-Uni","TIME08","2008","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",11.9,,
"GBR","Royaume-Uni","TIME09","2009","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",10.9,,
"GBR","Royaume-Uni","TIME10","2010","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",10.6,,
"GBR","Royaume-Uni","TIME11","2011","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",9.4,,
"GBR","Royaume-Uni","TIME12","2012","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",9.3,,
"USA","États-Unis","TIME12","2012","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",8.5,,
"CHL","Chili","TIME08","2008","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",19.1,,
"CHL","Chili","TIME09","2009","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",18.4,,
"CHL","Chili","TIME10","2010","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",16.8,,
"CHL","Chili","TIME11","2011","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",16.8,,
"CHL","Chili","TIME12","2012","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",17.9,,
"ISR","Israël","TIME00","2000","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",13.4,,
"ISR","Israël","TIME01","2001","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",12.6,,
"ISR","Israël","TIME02","2002","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",11.6,,
"ISR","Israël","TIME03","2003","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",11.9,,
"ISR","Israël","TIME04","2004","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",10.6,,
"ISR","Israël","TIME05","2005","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",10.4,,
"ISR","Israël","TIME06","2006","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",10.7,,
"ISR","Israël","TIME07","2007","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",10.6,,
"ISR","Israël","TIME08","2008","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",9.9,,
"ISR","Israël","TIME09","2009","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",9.5,,
"ISR","Israël","TIME10","2010","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",9.6,,
"ISR","Israël","TIME11","2011","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",8.6,,
"ISR","Israël","TIME12","2012","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",8.6,,
"LVA","Lettonie","TIME08","2008","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",17.3,,
"LVA","Lettonie","TIME09","2009","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",16.7,,
"SGP","Singapour","TIME07","2007","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",16.9,,
"SGP","Singapour","TIME08","2008","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",17,,
"SGP","Singapour","TIME09","2009","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",16.2,,
"SGP","Singapour","TIME10","2010","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",15.4,,
"SGP","Singapour","TIME11","2011","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",15.9,,
"SGP","Singapour","TIME12","2012","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",16.1,"B","Rupture"
"SVN","Slovénie","TIME09","2009","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",10.1,,
"SVN","Slovénie","TIME10","2010","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",9.3,,
"SVN","Slovénie","TIME11","2011","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",9.9,,
"SVN","Slovénie","TIME12","2012","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",9.1,,
"POL","Pologne","TIME13","2013","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",8.1,,
"KOR","Corée","TIME13","2013","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",10.6,,
"NZL","Nouvelle-Zélande","TIME13","2013","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",8.2,,
"EST","Estonie","TIME12","2012","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",13.8,,
"NOR","Norvège","TIME13","2013","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",7.9,,
"FIN","Finlande","TIME13","2013","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",10.9,,
"ESP","Espagne","TIME13","2013","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",8.2,,
"GBR","Royaume-Uni","TIME13","2013","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",9.1,,
"CZE","République tchèque","TIME13","2013","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",10.3,,
"ITA","Italie","TIME13","2013","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",7.5,,
"DNK","Danemark","TIME13","2013","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",8.6,,
"CAN","Canada","TIME13","2013","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",6.9,,
"SGP","Singapour","TIME13","2013","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",14.4,,
"SWE","Suède","TIME13","2013","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",8.1,,
"LVA","Lettonie","TIME13","2013","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",18.8,,
"PRT","Portugal","TIME13","2013","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",10.2,,
"EST","Estonie","TIME13","2013","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",13.6,,
"ISR","Israël","TIME13","2013","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",9.4,,
"CAN","Canada","TIME14","2014","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",7.1,,
"CAN","Canada","TIME15","2015","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",7,,
"CZE","République tchèque","TIME15","2015","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",10.7,,
"DNK","Danemark","TIME14","2014","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",7.7,,
"DNK","Danemark","TIME15","2015","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",7.4,,
"FIN","Finlande","TIME14","2014","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",9.9,,
"FIN","Finlande","TIME15","2015","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",10.1,,
"ITA","Italie","TIME14","2014","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",7.9,,
"ITA","Italie","TIME15","2015","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",7.6,,
"KOR","Corée","TIME14","2014","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",10.3,,
"KOR","Corée","TIME15","2015","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",10.2,,
"LUX","Luxembourg","TIME13","2013","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",10.7,,
"LUX","Luxembourg","TIME14","2014","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",10.4,,
"NZL","Nouvelle-Zélande","TIME14","2014","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",8.4,,
"NZL","Nouvelle-Zélande","TIME15","2015","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",7.7,,
"NOR","Norvège","TIME14","2014","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",7.4,,
"NOR","Norvège","TIME15","2015","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",7.5,,
"POL","Pologne","TIME14","2014","MORTAMIO","Mortalité à 30 jours après admission pour infarctus aigu du myocarde (taux basés sur les données couplées)","T","Total","TOTAL_45","45 ans et plus","AS_STD_RATE_CPAT","Taux standardisé par âge et sexe pour 100 patients",8.1,,
